USER:hey12
CREATED_ADD:2020/06/30 17:21:30
click_menu_button:2020/07/03 12:54:11>>panel:Mage

GoTo:2020/07/03 12:54:12>>MainMenu

ClickButton:2020/07/03 12:54:14>>collection

click_deck_button:2020/07/03 12:54:15>>hey11

select_deck:2020/07/03 12:54:18>>hey11

click_menu_button:2020/07/03 12:54:18>>panel:Mage

mana_filter:2020/07/03 12:54:19>>mana:10

click_menu_button:2020/07/03 12:54:21>>panel:Mage

GoTo:2020/07/03 12:54:21>>MainMenu

ClickButton:2020/07/03 12:54:22>>play

logIn:2020/07/03 12:54:44>>player logged in.

click_menu_button:2020/07/03 12:54:44>>panel:Mage

GoTo:2020/07/03 12:54:45>>MainMenu

ClickButton:2020/07/03 12:54:48>>collection

click_deck_button:2020/07/03 12:54:49>>hey11

select_deck:2020/07/03 12:54:50>>hey11

click_menu_button:2020/07/03 12:54:50>>panel:Mage

mana_filter:2020/07/03 12:54:53>>mana:10

click_menu_button:2020/07/03 12:54:55>>panel:Mage

GoTo:2020/07/03 12:54:55>>MainMenu

ClickButton:2020/07/03 12:54:56>>play

logIn:2020/07/03 12:57:12>>player logged in.

click_menu_button:2020/07/03 12:57:12>>panel:Mage

GoTo:2020/07/03 12:57:13>>MainMenu

ClickButton:2020/07/03 12:57:14>>collection

click_deck_button:2020/07/03 12:57:15>>hey11

select_deck:2020/07/03 12:57:16>>hey11

click_menu_button:2020/07/03 12:57:16>>panel:Mage

mana_filter:2020/07/03 12:57:18>>mana:10

click_menu_button:2020/07/03 12:57:20>>panel:Mage

GoTo:2020/07/03 12:57:20>>MainMenu

ClickButton:2020/07/03 12:57:21>>play

logIn:2020/07/03 12:58:18>>player logged in.

click_menu_button:2020/07/03 12:58:18>>panel:Mage

GoTo:2020/07/03 12:58:20>>MainMenu

ClickButton:2020/07/03 12:58:21>>collection

click_deck_button:2020/07/03 12:58:22>>hey11

select_deck:2020/07/03 12:58:23>>hey11

click_menu_button:2020/07/03 12:58:23>>panel:Mage

mana_filter:2020/07/03 12:58:25>>mana:10

click_menu_button:2020/07/03 12:58:27>>panel:Mage

GoTo:2020/07/03 12:58:27>>MainMenu

ClickButton:2020/07/03 12:58:28>>play

logIn:2020/07/03 12:59:33>>player logged in.

click_menu_button:2020/07/03 12:59:34>>panel:Mage

GoTo:2020/07/03 12:59:35>>MainMenu

ClickButton:2020/07/03 12:59:36>>collection

click_deck_button:2020/07/03 12:59:37>>hey11

select_deck:2020/07/03 12:59:38>>hey11

click_menu_button:2020/07/03 12:59:38>>panel:Mage

mana_filter:2020/07/03 12:59:40>>mana:10

click_menu_button:2020/07/03 12:59:42>>panel:Mage

GoTo:2020/07/03 12:59:42>>MainMenu

ClickButton:2020/07/03 12:59:43>>play

logIn:2020/07/03 13:00:24>>player logged in.

click_menu_button:2020/07/03 13:00:24>>panel:Mage

GoTo:2020/07/03 13:00:26>>MainMenu

ClickButton:2020/07/03 13:00:27>>collection

click_deck_button:2020/07/03 13:00:28>>hey11

select_deck:2020/07/03 13:00:29>>hey11

click_menu_button:2020/07/03 13:00:29>>panel:Mage

mana_filter:2020/07/03 13:00:30>>mana:10

click_menu_button:2020/07/03 13:00:33>>panel:Mage

GoTo:2020/07/03 13:00:33>>MainMenu

ClickButton:2020/07/03 13:00:34>>play

logIn:2020/07/03 13:01:18>>player logged in.

click_menu_button:2020/07/03 13:01:18>>panel:Mage

GoTo:2020/07/03 13:01:20>>MainMenu

ClickButton:2020/07/03 13:01:21>>collection

click_deck_button:2020/07/03 13:01:22>>hey11

select_deck:2020/07/03 13:01:24>>hey11

click_menu_button:2020/07/03 13:01:24>>panel:Mage

mana_filter:2020/07/03 13:01:25>>mana:10

click_menu_button:2020/07/03 13:01:28>>panel:Mage

GoTo:2020/07/03 13:01:28>>MainMenu

ClickButton:2020/07/03 13:01:28>>play

logIn:2020/07/03 15:06:41>>player logged in.

click_menu_button:2020/07/03 15:06:41>>panel:Mage

GoTo:2020/07/03 15:06:42>>MainMenu

ClickButton:2020/07/03 15:06:44>>collection

click_deck_button:2020/07/03 15:06:45>>hey11

select_deck:2020/07/03 15:06:46>>hey11

click_menu_button:2020/07/03 15:06:46>>panel:Mage

mana_filter:2020/07/03 15:06:47>>mana:10

click_menu_button:2020/07/03 15:06:50>>panel:Mage

GoTo:2020/07/03 15:06:50>>MainMenu

ClickButton:2020/07/03 15:06:51>>play

GoTo:2020/07/03 15:06:59>>MainMenu

logIn:2020/07/03 15:08:10>>player logged in.

click_menu_button:2020/07/03 15:08:10>>panel:Mage

GoTo:2020/07/03 15:08:11>>MainMenu

ClickButton:2020/07/03 15:08:13>>collection

click_deck_button:2020/07/03 15:08:14>>hey11

select_deck:2020/07/03 15:08:15>>hey11

click_menu_button:2020/07/03 15:08:15>>panel:Mage

mana_filter:2020/07/03 15:08:17>>mana:10

click_menu_button:2020/07/03 15:08:19>>panel:Mage

GoTo:2020/07/03 15:08:19>>MainMenu

ClickButton:2020/07/03 15:08:20>>play

logIn:2020/07/03 15:09:21>>player logged in.

click_menu_button:2020/07/03 15:09:21>>panel:Mage

GoTo:2020/07/03 15:09:23>>MainMenu

ClickButton:2020/07/03 15:09:24>>collection

click_deck_button:2020/07/03 15:09:26>>hey11

select_deck:2020/07/03 15:09:27>>hey11

click_menu_button:2020/07/03 15:09:27>>panel:Mage

mana_filter:2020/07/03 15:09:29>>mana:10

click_menu_button:2020/07/03 15:09:31>>panel:Mage

GoTo:2020/07/03 15:09:31>>MainMenu

ClickButton:2020/07/03 15:09:32>>play

logIn:2020/07/03 15:14:23>>player logged in.

click_menu_button:2020/07/03 15:14:23>>panel:Mage

GoTo:2020/07/03 15:14:25>>MainMenu

ClickButton:2020/07/03 15:14:26>>collection

click_deck_button:2020/07/03 15:14:27>>hey11

select_deck:2020/07/03 15:14:28>>hey11

click_menu_button:2020/07/03 15:14:28>>panel:Mage

mana_filter:2020/07/03 15:14:29>>mana:10

click_menu_button:2020/07/03 15:14:31>>panel:Mage

GoTo:2020/07/03 15:14:31>>MainMenu

ClickButton:2020/07/03 15:14:33>>play

logIn:2020/07/03 15:19:18>>player logged in.

click_menu_button:2020/07/03 15:19:18>>panel:Mage

GoTo:2020/07/03 15:19:20>>MainMenu

ClickButton:2020/07/03 15:19:21>>collection

click_deck_button:2020/07/03 15:19:22>>hey11

select_deck:2020/07/03 15:19:23>>hey11

click_menu_button:2020/07/03 15:19:23>>panel:Mage

mana_filter:2020/07/03 15:19:24>>mana:10

click_menu_button:2020/07/03 15:19:27>>panel:Mage

GoTo:2020/07/03 15:19:27>>MainMenu

ClickButton:2020/07/03 15:19:28>>play

logIn:2020/07/03 15:27:05>>player logged in.

click_menu_button:2020/07/03 15:27:06>>panel:Mage

GoTo:2020/07/03 15:27:07>>MainMenu

ClickButton:2020/07/03 15:27:10>>collection

click_deck_button:2020/07/03 15:27:13>>hey11

select_deck:2020/07/03 15:27:15>>hey11

click_menu_button:2020/07/03 15:27:15>>panel:Mage

mana_filter:2020/07/03 15:27:16>>mana:10

click_menu_button:2020/07/03 15:27:18>>panel:Mage

GoTo:2020/07/03 15:27:19>>MainMenu

ClickButton:2020/07/03 15:27:20>>play

logIn:2020/07/03 15:29:26>>player logged in.

click_menu_button:2020/07/03 15:29:27>>panel:Mage

GoTo:2020/07/03 15:29:28>>MainMenu

ClickButton:2020/07/03 15:29:29>>collection

click_deck_button:2020/07/03 15:29:30>>hey11

select_deck:2020/07/03 15:29:31>>hey11

click_menu_button:2020/07/03 15:29:31>>panel:Mage

mana_filter:2020/07/03 15:29:32>>mana:10

click_menu_button:2020/07/03 15:29:35>>panel:Mage

GoTo:2020/07/03 15:29:35>>MainMenu

ClickButton:2020/07/03 15:29:35>>play

logIn:2020/07/03 15:42:55>>player logged in.

click_menu_button:2020/07/03 15:42:55>>panel:Mage

GoTo:2020/07/03 15:42:56>>MainMenu

ClickButton:2020/07/03 15:42:58>>collection

click_deck_button:2020/07/03 15:42:59>>hey11

select_deck:2020/07/03 15:43:00>>hey11

click_menu_button:2020/07/03 15:43:00>>panel:Mage

mana_filter:2020/07/03 15:43:02>>mana:10

click_menu_button:2020/07/03 15:43:04>>panel:Mage

GoTo:2020/07/03 15:43:04>>MainMenu

ClickButton:2020/07/03 15:43:06>>play

logIn:2020/07/03 15:49:57>>player logged in.

click_menu_button:2020/07/03 15:49:57>>panel:Mage

GoTo:2020/07/03 15:49:59>>MainMenu

ClickButton:2020/07/03 15:50:00>>collection

click_deck_button:2020/07/03 15:50:01>>hey11

select_deck:2020/07/03 15:50:03>>hey11

click_menu_button:2020/07/03 15:50:03>>panel:Mage

mana_filter:2020/07/03 15:50:04>>mana:10

click_menu_button:2020/07/03 15:50:06>>panel:Mage

GoTo:2020/07/03 15:50:06>>MainMenu

ClickButton:2020/07/03 15:50:08>>play

logIn:2020/07/03 15:52:26>>player logged in.

click_menu_button:2020/07/03 15:52:26>>panel:Mage

GoTo:2020/07/03 15:52:27>>MainMenu

ClickButton:2020/07/03 15:52:29>>collection

click_deck_button:2020/07/03 15:52:30>>hey11

select_deck:2020/07/03 15:52:31>>hey11

click_menu_button:2020/07/03 15:52:31>>panel:Mage

mana_filter:2020/07/03 15:52:32>>mana:10

click_menu_button:2020/07/03 15:52:34>>panel:Mage

GoTo:2020/07/03 15:52:34>>MainMenu

ClickButton:2020/07/03 15:52:35>>play

logIn:2020/07/03 15:55:39>>player logged in.

click_menu_button:2020/07/03 15:55:39>>panel:Mage

GoTo:2020/07/03 15:55:41>>MainMenu

ClickButton:2020/07/03 15:55:42>>collection

click_deck_button:2020/07/03 15:55:43>>hey11

select_deck:2020/07/03 15:55:44>>hey11

click_menu_button:2020/07/03 15:55:44>>panel:Mage

mana_filter:2020/07/03 15:55:46>>mana:10

click_menu_button:2020/07/03 15:55:48>>panel:Mage

GoTo:2020/07/03 15:55:48>>MainMenu

ClickButton:2020/07/03 15:55:49>>play

logIn:2020/07/03 17:01:49>>player logged in.

click_menu_button:2020/07/03 17:01:49>>panel:Mage

GoTo:2020/07/03 17:01:50>>MainMenu

ClickButton:2020/07/03 17:01:52>>collection

click_deck_button:2020/07/03 17:01:53>>hey11

select_deck:2020/07/03 17:01:54>>hey11

click_menu_button:2020/07/03 17:01:54>>panel:Mage

mana_filter:2020/07/03 17:01:56>>mana:10

click_menu_button:2020/07/03 17:01:58>>panel:Mage

GoTo:2020/07/03 17:01:58>>MainMenu

ClickButton:2020/07/03 17:01:59>>play

logIn:2020/07/03 17:09:48>>player logged in.

click_menu_button:2020/07/03 17:09:48>>panel:Mage

GoTo:2020/07/03 17:09:49>>MainMenu

ClickButton:2020/07/03 17:09:52>>collection

click_deck_button:2020/07/03 17:09:53>>hey11

select_deck:2020/07/03 17:09:55>>hey11

click_menu_button:2020/07/03 17:09:55>>panel:Mage

mana_filter:2020/07/03 17:09:56>>mana:10

click_menu_button:2020/07/03 17:09:58>>panel:Mage

GoTo:2020/07/03 17:09:58>>MainMenu

ClickButton:2020/07/03 17:09:59>>play

logIn:2020/07/03 17:12:11>>player logged in.

click_menu_button:2020/07/03 17:12:11>>panel:Mage

GoTo:2020/07/03 17:12:13>>MainMenu

ClickButton:2020/07/03 17:12:14>>collection

click_deck_button:2020/07/03 17:12:15>>hey11

select_deck:2020/07/03 17:12:16>>hey11

click_menu_button:2020/07/03 17:12:16>>panel:Mage

mana_filter:2020/07/03 17:12:17>>mana:10

click_menu_button:2020/07/03 17:12:20>>panel:Mage

GoTo:2020/07/03 17:12:20>>MainMenu

ClickButton:2020/07/03 17:12:21>>play

logIn:2020/07/03 17:16:20>>player logged in.

click_menu_button:2020/07/03 17:16:21>>panel:Mage

GoTo:2020/07/03 17:16:22>>MainMenu

ClickButton:2020/07/03 17:16:23>>collection

click_deck_button:2020/07/03 17:16:24>>deev3

select_deck:2020/07/03 17:16:25>>deev3

click_menu_button:2020/07/03 17:16:25>>panel:Mage

mana_filter:2020/07/03 17:16:26>>mana:10

click_menu_button:2020/07/03 17:16:28>>panel:Mage

GoTo:2020/07/03 17:16:28>>MainMenu

ClickButton:2020/07/03 17:16:29>>play

logIn:2020/07/03 22:24:41>>player logged in.

click_menu_button:2020/07/03 22:24:41>>panel:Mage

GoTo:2020/07/03 22:24:43>>MainMenu

ClickButton:2020/07/03 22:24:45>>collection

click_deck_button:2020/07/03 22:24:47>>hey11

select_deck:2020/07/03 22:24:49>>hey11

click_menu_button:2020/07/03 22:24:49>>panel:Mage

mana_filter:2020/07/03 22:24:50>>mana:10

click_menu_button:2020/07/03 22:24:52>>panel:Mage

GoTo:2020/07/03 22:24:52>>MainMenu

ClickButton:2020/07/03 22:24:53>>play

logIn:2020/07/03 22:26:06>>player logged in.

click_menu_button:2020/07/03 22:26:06>>panel:Mage

GoTo:2020/07/03 22:26:08>>MainMenu

ClickButton:2020/07/03 22:26:09>>collection

click_deck_button:2020/07/03 22:26:10>>deev3

select_deck:2020/07/03 22:26:12>>deev3

click_menu_button:2020/07/03 22:26:12>>panel:Mage

mana_filter:2020/07/03 22:26:13>>mana:10

click_menu_button:2020/07/03 22:26:15>>panel:Mage

GoTo:2020/07/03 22:26:15>>MainMenu

ClickButton:2020/07/03 22:26:16>>play

logIn:2020/07/03 22:28:47>>player logged in.

click_menu_button:2020/07/03 22:28:47>>panel:Mage

GoTo:2020/07/03 22:28:49>>MainMenu

ClickButton:2020/07/03 22:28:50>>collection

click_deck_button:2020/07/03 22:28:51>>hey11

select_deck:2020/07/03 22:28:53>>hey11

click_menu_button:2020/07/03 22:28:53>>panel:Mage

mana_filter:2020/07/03 22:28:55>>mana:10

click_menu_button:2020/07/03 22:28:57>>panel:Mage

GoTo:2020/07/03 22:28:57>>MainMenu

ClickButton:2020/07/03 22:28:58>>play

logIn:2020/07/03 22:31:21>>player logged in.

click_menu_button:2020/07/03 22:31:21>>panel:Mage

GoTo:2020/07/03 22:31:23>>MainMenu

ClickButton:2020/07/03 22:31:24>>collection

click_deck_button:2020/07/03 22:31:25>>hey11

select_deck:2020/07/03 22:31:27>>hey11

click_menu_button:2020/07/03 22:31:27>>panel:Mage

mana_filter:2020/07/03 22:31:29>>mana:10

click_menu_button:2020/07/03 22:31:31>>panel:Mage

GoTo:2020/07/03 22:31:31>>MainMenu

ClickButton:2020/07/03 22:31:32>>play

logIn:2020/07/03 22:32:04>>player logged in.

click_menu_button:2020/07/03 22:32:05>>panel:Mage

GoTo:2020/07/03 22:32:06>>MainMenu

ClickButton:2020/07/03 22:32:07>>collection

click_deck_button:2020/07/03 22:32:09>>deev3

select_deck:2020/07/03 22:32:10>>deev3

click_menu_button:2020/07/03 22:32:10>>panel:Mage

mana_filter:2020/07/03 22:32:12>>mana:10

click_menu_button:2020/07/03 22:32:14>>panel:Mage

GoTo:2020/07/03 22:32:14>>MainMenu

ClickButton:2020/07/03 22:32:15>>play

logIn:2020/07/03 22:34:24>>player logged in.

click_menu_button:2020/07/03 22:34:24>>panel:Mage

GoTo:2020/07/03 22:34:26>>MainMenu

ClickButton:2020/07/03 22:34:27>>collection

click_deck_button:2020/07/03 22:34:28>>hey11

select_deck:2020/07/03 22:34:29>>hey11

click_menu_button:2020/07/03 22:34:29>>panel:Mage

mana_filter:2020/07/03 22:34:30>>mana:10

click_menu_button:2020/07/03 22:34:32>>panel:Mage

GoTo:2020/07/03 22:34:32>>MainMenu

ClickButton:2020/07/03 22:34:33>>play

logIn:2020/07/03 22:35:51>>player logged in.

click_menu_button:2020/07/03 22:35:52>>panel:Mage

GoTo:2020/07/03 22:35:53>>MainMenu

ClickButton:2020/07/03 22:35:54>>collection

click_deck_button:2020/07/03 22:35:56>>deev3

select_deck:2020/07/03 22:35:57>>deev3

click_menu_button:2020/07/03 22:35:57>>panel:Mage

mana_filter:2020/07/03 22:35:58>>mana:10

click_menu_button:2020/07/03 22:36:00>>panel:Mage

GoTo:2020/07/03 22:36:00>>MainMenu

ClickButton:2020/07/03 22:36:01>>play

logIn:2020/07/03 22:37:47>>player logged in.

click_menu_button:2020/07/03 22:37:48>>panel:Mage

GoTo:2020/07/03 22:37:49>>MainMenu

ClickButton:2020/07/03 22:37:51>>collection

click_deck_button:2020/07/03 22:37:52>>deev3

select_deck:2020/07/03 22:37:53>>deev3

click_menu_button:2020/07/03 22:37:53>>panel:Mage

mana_filter:2020/07/03 22:37:54>>mana:10

click_menu_button:2020/07/03 22:37:56>>panel:Mage

GoTo:2020/07/03 22:37:56>>MainMenu

ClickButton:2020/07/03 22:37:58>>play

logIn:2020/07/03 22:41:03>>player logged in.

click_menu_button:2020/07/03 22:41:03>>panel:Mage

GoTo:2020/07/03 22:41:05>>MainMenu

ClickButton:2020/07/03 22:41:07>>collection

click_deck_button:2020/07/03 22:41:08>>hey11

select_deck:2020/07/03 22:41:09>>hey11

click_menu_button:2020/07/03 22:41:09>>panel:Mage

mana_filter:2020/07/03 22:41:11>>mana:10

click_menu_button:2020/07/03 22:41:13>>panel:Mage

GoTo:2020/07/03 22:41:13>>MainMenu

ClickButton:2020/07/03 22:41:14>>play

logIn:2020/07/03 22:54:56>>player logged in.

click_menu_button:2020/07/03 22:54:56>>panel:Mage

GoTo:2020/07/03 22:54:58>>MainMenu

ClickButton:2020/07/03 22:54:58>>collection

click_deck_button:2020/07/03 22:55:00>>hey11

mana_filter:2020/07/03 22:55:01>>mana:10

click_menu_button:2020/07/03 22:55:03>>panel:Mage

GoTo:2020/07/03 22:55:03>>MainMenu

ClickButton:2020/07/03 22:55:05>>play

GoTo:2020/07/03 22:55:48>>MainMenu

ClickButton:2020/07/03 22:55:49>>collection

select_deck:2020/07/03 22:55:51>>hey11

click_menu_button:2020/07/03 22:55:52>>panel:Mage

mana_filter:2020/07/03 22:55:54>>mana:10

GoTo:2020/07/03 22:55:54>>MainMenu

ClickButton:2020/07/03 22:55:55>>play

logIn:2020/07/03 22:56:44>>player logged in.

click_menu_button:2020/07/03 22:56:45>>panel:Mage

GoTo:2020/07/03 22:56:46>>MainMenu

ClickButton:2020/07/03 22:56:47>>collection

click_deck_button:2020/07/03 22:56:48>>deev3

select_deck:2020/07/03 22:56:50>>deev3

click_menu_button:2020/07/03 22:56:50>>panel:Mage

mana_filter:2020/07/03 22:56:51>>mana:10

click_menu_button:2020/07/03 22:56:53>>panel:Mage

GoTo:2020/07/03 22:56:53>>MainMenu

ClickButton:2020/07/03 22:56:54>>play

logIn:2020/07/03 23:08:18>>player logged in.

click_menu_button:2020/07/03 23:08:19>>panel:Mage

GoTo:2020/07/03 23:08:20>>MainMenu

ClickButton:2020/07/03 23:08:21>>collection

click_deck_button:2020/07/03 23:08:24>>hey11

select_deck:2020/07/03 23:08:26>>hey11

click_menu_button:2020/07/03 23:08:26>>panel:Mage

mana_filter:2020/07/03 23:08:27>>mana:10

click_menu_button:2020/07/03 23:08:29>>panel:Mage

GoTo:2020/07/03 23:08:29>>MainMenu

ClickButton:2020/07/03 23:08:30>>play

GoTo:2020/07/03 23:08:55>>MainMenu

ClickButton:2020/07/03 23:08:56>>collection

select_deck:2020/07/03 23:08:58>>hey11

click_menu_button:2020/07/03 23:08:59>>panel:Mage

change_Deck_name:2020/07/03 23:09:00>>hey11changed to hey11

mana_filter:2020/07/03 23:09:03>>mana:10

GoTo:2020/07/03 23:09:03>>MainMenu

ClickButton:2020/07/03 23:09:03>>play

logIn:2020/07/03 23:09:47>>player logged in.

click_menu_button:2020/07/03 23:09:47>>panel:Mage

GoTo:2020/07/03 23:09:49>>MainMenu

ClickButton:2020/07/03 23:09:50>>collection

click_deck_button:2020/07/03 23:09:51>>deev3

select_deck:2020/07/03 23:09:52>>deev3

click_menu_button:2020/07/03 23:09:52>>panel:Mage

mana_filter:2020/07/03 23:09:53>>mana:10

click_menu_button:2020/07/03 23:09:55>>panel:Mage

GoTo:2020/07/03 23:09:55>>MainMenu

ClickButton:2020/07/03 23:09:57>>play

logIn:2020/07/03 23:11:05>>player logged in.

click_menu_button:2020/07/03 23:11:05>>panel:Mage

GoTo:2020/07/03 23:11:07>>MainMenu

ClickButton:2020/07/03 23:11:08>>collection

click_deck_button:2020/07/03 23:11:10>>hey11

select_deck:2020/07/03 23:11:11>>hey11

click_menu_button:2020/07/03 23:11:11>>panel:Mage

mana_filter:2020/07/03 23:11:13>>mana:10

click_menu_button:2020/07/03 23:11:15>>panel:Mage

GoTo:2020/07/03 23:11:15>>MainMenu

ClickButton:2020/07/03 23:11:17>>play

logIn:2020/07/03 23:13:35>>player logged in.

click_menu_button:2020/07/03 23:13:35>>panel:Mage

GoTo:2020/07/03 23:13:37>>MainMenu

ClickButton:2020/07/03 23:13:39>>collection

click_deck_button:2020/07/03 23:13:40>>hey11

select_deck:2020/07/03 23:13:41>>hey11

click_menu_button:2020/07/03 23:13:41>>panel:Mage

mana_filter:2020/07/03 23:13:42>>mana:10

click_menu_button:2020/07/03 23:13:44>>panel:Mage

GoTo:2020/07/03 23:13:44>>MainMenu

ClickButton:2020/07/03 23:13:46>>play

logIn:2020/07/03 23:15:19>>player logged in.

click_menu_button:2020/07/03 23:15:19>>panel:Mage

GoTo:2020/07/03 23:15:20>>MainMenu

ClickButton:2020/07/03 23:15:22>>collection

click_deck_button:2020/07/03 23:15:23>>hey11

select_deck:2020/07/03 23:15:24>>hey11

click_menu_button:2020/07/03 23:15:24>>panel:Mage

mana_filter:2020/07/03 23:15:25>>mana:10

click_menu_button:2020/07/03 23:15:27>>panel:Mage

GoTo:2020/07/03 23:15:27>>MainMenu

ClickButton:2020/07/03 23:15:28>>play

logIn:2020/07/03 23:41:16>>player logged in.

click_menu_button:2020/07/03 23:41:17>>panel:Mage

GoTo:2020/07/03 23:41:18>>MainMenu

ClickButton:2020/07/03 23:41:20>>collection

click_deck_button:2020/07/03 23:41:21>>deev3

select_deck:2020/07/03 23:41:23>>deev3

click_menu_button:2020/07/03 23:41:23>>panel:Mage

mana_filter:2020/07/03 23:41:25>>mana:10

click_menu_button:2020/07/03 23:41:27>>panel:Mage

GoTo:2020/07/03 23:41:27>>MainMenu

ClickButton:2020/07/03 23:41:28>>play

logIn:2020/07/03 23:44:42>>player logged in.

click_menu_button:2020/07/03 23:44:42>>panel:Mage

GoTo:2020/07/03 23:44:44>>MainMenu

ClickButton:2020/07/03 23:44:45>>collection

click_deck_button:2020/07/03 23:44:47>>deev3

select_deck:2020/07/03 23:44:49>>deev3

click_menu_button:2020/07/03 23:44:49>>panel:Mage

mana_filter:2020/07/03 23:44:50>>mana:10

click_menu_button:2020/07/03 23:44:52>>panel:Mage

GoTo:2020/07/03 23:44:52>>MainMenu

ClickButton:2020/07/03 23:44:55>>play

logIn:2020/07/03 23:46:44>>player logged in.

click_menu_button:2020/07/03 23:46:44>>panel:Mage

GoTo:2020/07/03 23:46:46>>MainMenu

ClickButton:2020/07/03 23:46:47>>collection

click_deck_button:2020/07/03 23:46:49>>hey11

select_deck:2020/07/03 23:46:51>>hey11

click_menu_button:2020/07/03 23:46:51>>panel:Mage

mana_filter:2020/07/03 23:46:52>>mana:10

click_menu_button:2020/07/03 23:46:54>>panel:Mage

GoTo:2020/07/03 23:46:54>>MainMenu

ClickButton:2020/07/03 23:46:55>>play

logIn:2020/07/03 23:47:59>>player logged in.

click_menu_button:2020/07/03 23:47:59>>panel:Mage

GoTo:2020/07/03 23:48:00>>MainMenu

ClickButton:2020/07/03 23:48:01>>collection

click_deck_button:2020/07/03 23:48:03>>hey11

select_deck:2020/07/03 23:48:04>>hey11

click_menu_button:2020/07/03 23:48:04>>panel:Mage

mana_filter:2020/07/03 23:48:06>>mana:10

click_menu_button:2020/07/03 23:48:08>>panel:Mage

GoTo:2020/07/03 23:48:08>>MainMenu

ClickButton:2020/07/03 23:48:09>>play

logIn:2020/07/03 23:53:06>>player logged in.

click_menu_button:2020/07/03 23:53:06>>panel:Mage

GoTo:2020/07/03 23:53:07>>MainMenu

ClickButton:2020/07/03 23:53:10>>collection

click_deck_button:2020/07/03 23:53:11>>hey11

select_deck:2020/07/03 23:53:13>>hey11

click_menu_button:2020/07/03 23:53:13>>panel:Mage

mana_filter:2020/07/03 23:53:14>>mana:10

click_menu_button:2020/07/03 23:53:16>>panel:Mage

GoTo:2020/07/03 23:53:16>>MainMenu

ClickButton:2020/07/03 23:53:17>>play

logIn:2020/07/03 23:55:40>>player logged in.

click_menu_button:2020/07/03 23:55:41>>panel:Mage

GoTo:2020/07/03 23:55:42>>MainMenu

ClickButton:2020/07/03 23:55:43>>collection

click_deck_button:2020/07/03 23:55:45>>hey11

select_deck:2020/07/03 23:55:47>>hey11

click_menu_button:2020/07/03 23:55:47>>panel:Mage

mana_filter:2020/07/03 23:55:48>>mana:10

click_menu_button:2020/07/03 23:55:50>>panel:Mage

GoTo:2020/07/03 23:55:50>>MainMenu

ClickButton:2020/07/03 23:55:51>>play

logIn:2020/07/03 23:56:48>>player logged in.

click_menu_button:2020/07/03 23:56:48>>panel:Mage

GoTo:2020/07/03 23:56:50>>MainMenu

ClickButton:2020/07/03 23:56:50>>collection

click_deck_button:2020/07/03 23:56:52>>hey11

select_deck:2020/07/03 23:56:53>>hey11

click_menu_button:2020/07/03 23:56:53>>panel:Mage

mana_filter:2020/07/03 23:56:55>>mana:10

click_menu_button:2020/07/03 23:56:57>>panel:Mage

GoTo:2020/07/03 23:56:57>>MainMenu

ClickButton:2020/07/03 23:56:59>>play

logIn:2020/07/04 08:46:31>>player logged in.

click_menu_button:2020/07/04 08:46:31>>panel:Mage

GoTo:2020/07/04 08:46:33>>MainMenu

ClickButton:2020/07/04 08:46:33>>collection

click_deck_button:2020/07/04 08:46:35>>hey11

select_deck:2020/07/04 08:46:36>>hey11

click_menu_button:2020/07/04 08:46:36>>panel:Mage

mana_filter:2020/07/04 08:46:37>>mana:10

click_menu_button:2020/07/04 08:46:39>>panel:Mage

GoTo:2020/07/04 08:46:39>>MainMenu

ClickButton:2020/07/04 08:46:41>>play

logIn:2020/07/04 08:48:45>>player logged in.

click_menu_button:2020/07/04 08:48:45>>panel:Mage

GoTo:2020/07/04 08:48:47>>MainMenu

ClickButton:2020/07/04 08:48:50>>collection

click_deck_button:2020/07/04 08:48:51>>hey11

select_deck:2020/07/04 08:48:53>>hey11

click_menu_button:2020/07/04 08:48:53>>panel:Mage

mana_filter:2020/07/04 08:48:54>>mana:10

click_menu_button:2020/07/04 08:48:56>>panel:Mage

GoTo:2020/07/04 08:48:56>>MainMenu

ClickButton:2020/07/04 08:48:57>>play

logIn:2020/07/04 08:51:12>>player logged in.

click_menu_button:2020/07/04 08:51:12>>panel:Mage

GoTo:2020/07/04 08:51:14>>MainMenu

ClickButton:2020/07/04 08:51:15>>collection

click_deck_button:2020/07/04 08:51:16>>hey11

